swap_id,station_id,customer_id,timestamp,date,hour,day_of_week,duration_min,battery_health_pct,swap_successful
A01985B7,ST0033,C01191,2026-02-03 04:09:07.565037,2026-02-03,4,Tuesday,10,94,1
845A42FC,ST0020,C00594,2025-05-11 06:14:07.565037,2025-05-11,6,Sunday,8,80,1
B885947B,ST0057,C01055,2026-01-20 23:38:07.565037,2026-01-20,23,Tuesday,4,85,1
27BBDFFE,ST0014,C00817,2025-08-31 23:03:07.565037,2025-08-31,23,Sunday,12,68,0
29E94667,ST0023,C01133,2025-04-07 06:21:07.565037,2025-04-07,6,Monday,2,98,1
EAD32F49,ST0028,C01066,2025-03-27 11:07:07.565037,2025-03-27,11,Thursday,7,66,1
094DB1EA,ST0048,C01174,2025-03-18 11:52:07.565037,2025-03-18,11,Tuesday,13,95,1
4E6F2C71,ST0048,C01129,2026-02-20 19:17:07.565037,2026-02-20,19,Friday,3,75,1
454B2B45,ST0077,C00218,2025-11-15 02:49:07.565037,2025-11-15,2,Saturday,8,95,1
C0D08B4E,ST0030,C00027,2025-07-16 18:05:07.565037,2025-07-16,18,Wednesday,10,63,1
52C8C7DF,ST0031,C01391,2025-04-10 05:42:07.565037,2025-04-10,5,Thursday,6,85,1
9255F5C9,ST0084,C00733,2026-01-17 05:37:07.565037,2026-01-17,5,Saturday,9,84,1
B5E78EEE,ST0050,C00393,2025-12-28 02:45:07.565037,2025-12-28,2,Sunday,14,88,0
4E3980A4,ST0069,C00983,2026-02-21 03:23:07.565037,2026-02-21,3,Saturday,7,61,1
3E37B20B,ST0037,C01317,2025-12-14 09:06:07.565037,2025-12-14,9,Sunday,8,62,1
B7BE2A14,ST0004,C00473,2026-02-04 00:23:07.565037,2026-02-04,0,Wednesday,4,77,1
CC6AF233,ST0055,C01220,2025-08-20 02:04:07.565037,2025-08-20,2,Wednesday,11,62,1
5FF88302,ST0073,C00767,2025-08-05 04:23:07.565037,2025-08-05,4,Tuesday,2,70,1
53040A28,ST0071,C00259,2025-04-06 06:05:07.565037,2025-04-06,6,Sunday,5,67,1
FD1A7782,ST0039,C00366,2025-09-10 07:51:07.565037,2025-09-10,7,Wednesday,5,71,1
BCC6ABB7,ST0001,C00680,2025-06-17 21:34:07.565037,2025-06-17,21,Tuesday,8,75,1
A79F09BF,ST0024,C00984,2026-02-06 03:24:07.565037,2026-02-06,3,Friday,8,84,1
8F062858,ST0055,C00457,2025-08-12 04:19:07.565037,2025-08-12,4,Tuesday,5,98,1
FB60BC5E,ST0018,C00641,2025-06-12 21:50:07.565037,2025-06-12,21,Thursday,8,60,1
E2DC65BB,ST0027,C01493,2025-04-27 22:14:07.565037,2025-04-27,22,Sunday,6,82,1
2D1505E1,ST0060,C00379,2025-06-10 18:56:07.565037,2025-06-10,18,Tuesday,7,65,1
7ED7D716,ST0082,C01311,2025-04-21 09:11:07.565037,2025-04-21,9,Monday,5,69,1
6941AE2A,ST0058,C01118,2025-11-10 09:06:07.565037,2025-11-10,9,Monday,5,75,1
BE828551,ST0062,C00658,2025-12-27 04:41:07.565037,2025-12-27,4,Saturday,9,95,1
DEDF1BB2,ST0028,C00287,2025-06-18 12:38:07.565037,2025-06-18,12,Wednesday,6,80,1
3BFF4985,ST0044,C00755,2025-05-16 10:16:07.565037,2025-05-16,10,Friday,12,99,1
07DC2A6E,ST0057,C00097,2025-04-20 19:17:07.565037,2025-04-20,19,Sunday,11,83,1
D7FF7547,ST0041,C00630,2025-05-04 02:24:07.565037,2025-05-04,2,Sunday,6,77,1
F6B660FB,ST0078,C01084,2025-09-21 00:18:07.565037,2025-09-21,0,Sunday,8,78,1
B6E73C40,ST0053,C00615,2025-11-08 21:18:07.565037,2025-11-08,21,Saturday,5,96,1
386ED801,ST0027,C00474,2025-07-29 03:50:07.565037,2025-07-29,3,Tuesday,9,91,1
902C5CBE,ST0009,C01086,2025-04-02 01:08:07.565037,2025-04-02,1,Wednesday,6,73,1
AB42DCBE,ST0055,C00374,2025-04-22 00:11:07.565037,2025-04-22,0,Tuesday,9,87,1
AD2DD59E,ST0048,C00359,2025-12-05 09:28:07.565037,2025-12-05,9,Friday,4,95,1
F3312F58,ST0073,C01137,2025-06-15 09:30:07.565037,2025-06-15,9,Sunday,7,87,1
D38A44AE,ST0015,C00251,2026-03-02 20:16:07.565037,2026-03-02,20,Monday,8,88,1
60C7B41F,ST0066,C00464,2025-10-13 04:49:07.565037,2025-10-13,4,Monday,4,90,1
18C2028B,ST0046,C01157,2025-12-04 19:02:07.565037,2025-12-04,19,Thursday,2,66,1
1A901A16,ST0044,C00180,2026-03-04 09:08:07.565037,2026-03-04,9,Wednesday,6,90,1
9212D536,ST0072,C00815,2025-09-26 23:33:07.565037,2025-09-26,23,Friday,13,97,1
697B533C,ST0055,C01179,2025-08-23 01:09:07.565037,2025-08-23,1,Saturday,8,76,1
F7008E31,ST0080,C00700,2026-02-03 07:12:07.565037,2026-02-03,7,Tuesday,6,63,1
2B681997,ST0004,C01091,2026-01-06 12:46:07.565037,2026-01-06,12,Tuesday,8,98,1
9172A2C7,ST0002,C01089,2025-11-18 01:32:07.565037,2025-11-18,1,Tuesday,8,74,1
A86CD975,ST0055,C00839,2026-03-03 04:06:07.565037,2026-03-03,4,Tuesday,9,93,1
F7FF0924,ST0023,C00799,2025-08-11 23:37:07.565037,2025-08-11,23,Monday,8,77,1
785C9531,ST0076,C01373,2025-12-06 10:15:07.565037,2025-12-06,10,Saturday,2,99,1
B1D552ED,ST0014,C01150,2026-01-10 05:24:07.565037,2026-01-10,5,Saturday,3,83,1
4AFD5876,ST0047,C00259,2025-11-24 04:36:07.565037,2025-11-24,4,Monday,7,93,1
F1F53F41,ST0013,C00147,2026-01-14 19:07:07.565037,2026-01-14,19,Wednesday,5,88,1
85909578,ST0057,C00152,2025-11-09 11:34:07.565037,2025-11-09,11,Sunday,5,68,1
B2A6AE09,ST0055,C00926,2025-12-19 00:36:07.565037,2025-12-19,0,Friday,4,65,1
9D2607D9,ST0082,C00674,2025-09-02 12:29:07.565037,2025-09-02,12,Tuesday,5,66,1
D1D1238F,ST0069,C00328,2025-07-01 07:27:07.565037,2025-07-01,7,Tuesday,15,93,0
4964189E,ST0002,C00430,2025-12-09 21:01:07.565037,2025-12-09,21,Tuesday,8,93,1
D6552936,ST0070,C00168,2025-10-26 11:03:07.565037,2025-10-26,11,Sunday,9,96,1
9741656E,ST0050,C00024,2025-11-24 11:01:07.565037,2025-11-24,11,Monday,6,61,1
E67CA55A,ST0077,C00342,2026-01-28 12:36:07.565037,2026-01-28,12,Wednesday,14,66,1
5E7ABE5A,ST0039,C00867,2026-01-06 19:19:07.565037,2026-01-06,19,Tuesday,6,97,1
5C1972FE,ST0076,C01346,2025-09-24 20:36:07.565037,2025-09-24,20,Wednesday,11,80,1
985F8CBB,ST0001,C01370,2025-12-17 18:44:07.565037,2025-12-17,18,Wednesday,6,80,1
660C1ECC,ST0067,C00249,2026-02-25 05:57:07.565037,2026-02-25,5,Wednesday,2,67,1
6932B3E4,ST0011,C01175,2026-01-10 19:56:07.565037,2026-01-10,19,Saturday,8,90,1
C1E75F67,ST0009,C00499,2026-02-11 04:18:07.565037,2026-02-11,4,Wednesday,13,87,1
B205D04B,ST0077,C01029,2025-04-17 10:16:07.565037,2025-04-17,10,Thursday,10,67,1
032B5EAB,ST0011,C00614,2025-08-31 19:52:07.565037,2025-08-31,19,Sunday,3,73,1
711DD267,ST0071,C01088,2025-07-01 06:00:07.565037,2025-07-01,6,Tuesday,13,91,1
77E0386F,ST0040,C00162,2025-10-08 22:54:07.565037,2025-10-08,22,Wednesday,4,73,1
402845A3,ST0072,C01268,2025-12-03 06:32:07.565037,2025-12-03,6,Wednesday,8,63,1
CFBFEA94,ST0025,C00882,2026-02-01 04:30:07.565037,2026-02-01,4,Sunday,10,65,1
7F845C3D,ST0078,C00791,2025-08-14 08:38:07.565037,2025-08-14,8,Thursday,8,84,1
9BC50AE3,ST0028,C00711,2025-11-22 12:07:07.565037,2025-11-22,12,Saturday,12,67,1
1A3D47C0,ST0060,C00275,2025-08-13 01:21:07.565037,2025-08-13,1,Wednesday,11,92,1
3E626827,ST0041,C00058,2025-11-14 09:07:07.565037,2025-11-14,9,Friday,6,70,1
645A6B40,ST0023,C00363,2025-10-19 06:22:07.565037,2025-10-19,6,Sunday,14,93,1
8ACA1774,ST0073,C01444,2025-07-26 02:00:07.565037,2025-07-26,2,Saturday,8,86,1
ED311DD1,ST0048,C01301,2025-05-10 08:16:07.565037,2025-05-10,8,Saturday,6,79,1
C1DD3F3C,ST0085,C00255,2025-07-30 19:19:07.565037,2025-07-30,19,Wednesday,6,62,1
D8BC7DAA,ST0001,C00541,2025-12-29 10:56:07.565037,2025-12-29,10,Monday,13,69,1
1D422C5B,ST0082,C01043,2025-07-02 07:04:07.565037,2025-07-02,7,Wednesday,14,66,1
E24C71DA,ST0018,C01213,2025-07-28 02:25:07.565037,2025-07-28,2,Monday,11,80,1
A454162D,ST0050,C00092,2025-03-29 12:22:07.565037,2025-03-29,12,Saturday,11,86,1
17BD1529,ST0069,C00570,2025-07-28 18:32:07.565037,2025-07-28,18,Monday,9,99,1
140D8D57,ST0085,C00719,2025-08-03 04:44:07.565037,2025-08-03,4,Sunday,11,67,1
53DDE344,ST0077,C01006,2025-07-17 04:30:07.565037,2025-07-17,4,Thursday,7,67,1
C9B628D9,ST0085,C00871,2025-06-25 18:37:07.565037,2025-06-25,18,Wednesday,4,95,0
181481C8,ST0021,C01477,2025-05-17 21:44:07.565037,2025-05-17,21,Saturday,3,62,1
1872AC67,ST0069,C01071,2025-07-02 12:28:07.565037,2025-07-02,12,Wednesday,11,64,1
8F0E2BB9,ST0085,C01049,2025-07-01 11:26:07.565037,2025-07-01,11,Tuesday,3,74,1
4FAD82F7,ST0069,C00973,2025-07-05 06:14:07.565037,2025-07-05,6,Saturday,9,88,1
BD8AB113,ST0056,C00231,2025-07-23 21:10:07.565037,2025-07-23,21,Wednesday,7,82,1
A9A0827E,ST0015,C01117,2026-02-07 06:57:07.565037,2026-02-07,6,Saturday,3,68,1
C386252F,ST0020,C00139,2025-09-12 02:46:07.565037,2025-09-12,2,Friday,8,70,1
37EC6B69,ST0003,C01484,2025-07-14 20:35:07.565037,2025-07-14,20,Monday,8,82,1
61D7109C,ST0004,C01449,2025-05-24 18:13:07.565037,2025-05-24,18,Saturday,8,91,1
0AAEA5E9,ST0050,C00441,2026-03-13 02:02:07.565037,2026-03-13,2,Friday,6,70,1
76AECD06,ST0064,C01262,2025-07-18 11:37:07.565037,2025-07-18,11,Friday,11,79,1
D48D225F,ST0069,C00568,2026-02-04 22:05:07.565037,2026-02-04,22,Wednesday,9,94,0
4DC67772,ST0067,C00799,2025-04-01 12:42:07.565037,2025-04-01,12,Tuesday,7,76,1
21BF5C2F,ST0015,C00364,2026-01-06 07:09:07.565037,2026-01-06,7,Tuesday,4,83,1
7554F856,ST0020,C01422,2025-11-26 03:46:07.565037,2025-11-26,3,Wednesday,9,73,1
07D3E840,ST0076,C01274,2025-05-07 21:30:07.565037,2025-05-07,21,Wednesday,9,63,1
F8B858C8,ST0017,C00103,2025-08-21 06:29:07.565037,2025-08-21,6,Thursday,3,90,1
1F138E87,ST0063,C01337,2025-12-22 06:24:07.565037,2025-12-22,6,Monday,9,70,1
498C7324,ST0019,C00801,2025-06-02 18:58:07.565037,2025-06-02,18,Monday,3,86,1
D7097F70,ST0016,C00839,2025-04-22 12:19:07.565037,2025-04-22,12,Tuesday,5,94,1
1B706D3F,ST0004,C00197,2025-03-23 04:25:07.565037,2025-03-23,4,Sunday,5,91,1
6150EC12,ST0002,C00945,2025-09-04 11:56:07.565037,2025-09-04,11,Thursday,8,73,1
FCCCFC13,ST0014,C00329,2025-05-02 00:44:07.565037,2025-05-02,0,Friday,8,65,1
9CD41CA1,ST0003,C01044,2025-12-19 06:32:07.565037,2025-12-19,6,Friday,3,90,1
E30BDEAD,ST0072,C00520,2026-02-16 06:27:07.565037,2026-02-16,6,Monday,8,80,1
B5747422,ST0037,C00230,2026-03-16 02:43:07.565037,2026-03-16,2,Monday,9,91,1
7B0E856D,ST0076,C00013,2025-06-11 11:47:07.565037,2025-06-11,11,Wednesday,9,89,1
5E0912F6,ST0013,C00462,2025-07-21 06:59:07.565037,2025-07-21,6,Monday,7,79,1
7D212E07,ST0001,C00296,2025-05-23 23:19:07.565037,2025-05-23,23,Friday,10,81,1
9BAD0C09,ST0006,C00291,2026-01-12 02:44:07.565037,2026-01-12,2,Monday,11,61,1
E73B70D9,ST0031,C01264,2025-08-21 08:47:07.565037,2025-08-21,8,Thursday,11,61,1
F07CC88C,ST0057,C00724,2025-06-19 07:37:07.565037,2025-06-19,7,Thursday,2,80,1
870796D0,ST0073,C00615,2025-05-23 09:22:07.565037,2025-05-23,9,Friday,10,95,1
FC5AA3F1,ST0084,C00707,2026-02-26 22:13:07.565037,2026-02-26,22,Thursday,9,82,1
FBF354AB,ST0050,C01367,2025-09-12 21:20:07.565037,2025-09-12,21,Friday,9,67,1
A6B9FD19,ST0076,C00187,2025-12-17 12:55:07.565037,2025-12-17,12,Wednesday,8,70,1
BE8231E5,ST0072,C01098,2025-12-19 06:44:07.565037,2025-12-19,6,Friday,6,86,1
E8DBFFBB,ST0079,C01053,2025-12-27 07:46:07.565037,2025-12-27,7,Saturday,3,86,1
CE4769C8,ST0021,C00639,2025-11-10 05:59:07.565037,2025-11-10,5,Monday,10,89,1
C2E77D74,ST0073,C01347,2025-12-04 01:24:07.565037,2025-12-04,1,Thursday,6,95,0
6160E89B,ST0077,C01162,2025-12-31 21:32:07.565037,2025-12-31,21,Wednesday,10,68,1
5DE439C7,ST0033,C01170,2025-08-17 18:59:07.565037,2025-08-17,18,Sunday,8,93,1
8BA89A81,ST0076,C00405,2025-06-29 06:34:07.565037,2025-06-29,6,Sunday,12,80,0
C9051C1B,ST0046,C00896,2025-08-07 11:13:07.565037,2025-08-07,11,Thursday,7,77,1
DD673AC3,ST0047,C00841,2025-04-07 10:06:07.565037,2025-04-07,10,Monday,10,80,1
353BBAAC,ST0077,C00020,2025-06-20 22:41:07.565037,2025-06-20,22,Friday,10,70,1
52E9DF4B,ST0067,C00304,2025-06-11 00:43:07.565037,2025-06-11,0,Wednesday,7,60,1
C075E3E3,ST0017,C00447,2025-09-01 18:52:07.565037,2025-09-01,18,Monday,3,60,1
035CB5C0,ST0067,C01463,2025-03-27 11:29:07.565037,2025-03-27,11,Thursday,4,85,1
6DFDF9BD,ST0001,C00007,2026-01-14 21:35:07.565037,2026-01-14,21,Wednesday,11,93,1
425076AD,ST0001,C00048,2026-01-01 20:03:07.565037,2026-01-01,20,Thursday,7,97,0
4926DE6C,ST0069,C01286,2025-05-04 06:32:07.565037,2025-05-04,6,Sunday,11,69,1
BC448E53,ST0053,C01379,2025-05-28 09:08:07.565037,2025-05-28,9,Wednesday,12,94,1
EE104EC1,ST0064,C01266,2026-01-07 08:43:07.565037,2026-01-07,8,Wednesday,6,62,1
3D6F364E,ST0006,C01122,2025-12-20 04:15:07.565037,2025-12-20,4,Saturday,2,87,1
EFE778F3,ST0003,C00104,2025-07-28 06:11:07.565037,2025-07-28,6,Monday,6,61,1
8248BBE3,ST0009,C00199,2026-01-13 10:13:07.565037,2026-01-13,10,Tuesday,7,75,0
DD7124CE,ST0079,C00175,2025-04-28 21:29:07.565037,2025-04-28,21,Monday,5,80,1
E154977B,ST0046,C00290,2026-01-21 11:37:07.565037,2026-01-21,11,Wednesday,6,96,0
317CAAE0,ST0016,C01303,2025-08-22 21:57:07.565037,2025-08-22,21,Friday,9,76,1
901E162F,ST0019,C00569,2026-02-20 18:00:07.565037,2026-02-20,18,Friday,6,86,1
63334BD5,ST0084,C01178,2025-11-01 04:20:07.565037,2025-11-01,4,Saturday,10,98,1
359F114C,ST0039,C00905,2025-08-10 12:52:07.565037,2025-08-10,12,Sunday,6,69,1
CC3C556A,ST0011,C00547,2025-05-04 19:31:07.565037,2025-05-04,19,Sunday,2,61,1
5B97FDA3,ST0081,C00283,2026-03-14 11:54:07.565037,2026-03-14,11,Saturday,10,74,1
3968D6FA,ST0013,C00801,2026-01-17 02:56:07.565037,2026-01-17,2,Saturday,9,69,1
D41AA016,ST0025,C00279,2025-09-11 10:52:07.565037,2025-09-11,10,Thursday,10,89,1
6898AD42,ST0024,C00328,2025-09-17 00:22:07.565037,2025-09-17,0,Wednesday,8,74,1
2D11FFF6,ST0007,C01147,2025-11-04 17:56:07.565037,2025-11-04,17,Tuesday,7,68,1
9C4C6199,ST0009,C01407,2025-09-02 21:31:07.565037,2025-09-02,21,Tuesday,9,86,1
0688215E,ST0050,C00037,2026-02-01 23:46:07.565037,2026-02-01,23,Sunday,6,78,1
8B4A154B,ST0003,C00125,2025-10-06 21:52:07.565037,2025-10-06,21,Monday,6,89,1
46CC5B12,ST0006,C00262,2025-07-07 19:12:07.565037,2025-07-07,19,Monday,7,95,1
C8E8919C,ST0002,C00184,2025-05-30 08:01:07.565037,2025-05-30,8,Friday,8,71,1
D1BE9FE4,ST0005,C00719,2025-05-22 12:43:07.565037,2025-05-22,12,Thursday,12,65,1
AE31F15E,ST0064,C00767,2026-02-16 02:30:07.565037,2026-02-16,2,Monday,7,60,1
6FFB7331,ST0070,C01497,2025-10-23 07:44:07.565037,2025-10-23,7,Thursday,4,76,1
AAB45F01,ST0015,C00296,2025-04-10 03:37:07.565037,2025-04-10,3,Thursday,14,88,1
547EE804,ST0056,C00181,2025-07-08 03:20:07.565037,2025-07-08,3,Tuesday,8,81,1
7547FE4B,ST0067,C01282,2025-09-21 09:42:07.565037,2025-09-21,9,Sunday,7,73,0
9E5EE488,ST0049,C00864,2025-08-23 09:50:07.565037,2025-08-23,9,Saturday,9,65,1
CB07EB2E,ST0014,C00651,2025-10-13 11:06:07.565037,2025-10-13,11,Monday,9,66,1
5BC1D7D4,ST0001,C01044,2025-05-21 08:38:07.565037,2025-05-21,8,Wednesday,10,85,1
16538763,ST0028,C01432,2026-03-13 06:55:07.565037,2026-03-13,6,Friday,7,85,0
8F814EB6,ST0040,C00838,2025-05-23 02:00:07.565037,2025-05-23,2,Friday,12,94,1
0322D997,ST0041,C00165,2025-08-03 03:26:07.565037,2025-08-03,3,Sunday,6,70,1
15A82AAF,ST0082,C00223,2026-02-08 00:19:07.565037,2026-02-08,0,Sunday,11,92,1
48C6D747,ST0013,C00258,2026-01-01 09:15:07.565037,2026-01-01,9,Thursday,8,75,1
0305A6DA,ST0079,C00775,2025-08-04 00:15:07.565037,2025-08-04,0,Monday,12,95,1
63B9B099,ST0027,C01305,2025-05-12 22:01:07.565037,2025-05-12,22,Monday,9,87,1
667B6E61,ST0015,C00036,2026-01-21 05:06:07.565037,2026-01-21,5,Wednesday,5,85,1
B119510B,ST0073,C00181,2025-08-06 03:37:07.565037,2025-08-06,3,Wednesday,11,67,1
5AEB0949,ST0047,C00301,2026-03-16 09:45:07.565037,2026-03-16,9,Monday,9,89,1
675C4C0B,ST0024,C00462,2026-02-23 07:10:07.565037,2026-02-23,7,Monday,11,81,1
843E171D,ST0066,C00133,2025-08-12 10:51:07.565037,2025-08-12,10,Tuesday,11,93,1
25110E06,ST0002,C00830,2026-01-12 07:30:07.565037,2026-01-12,7,Monday,3,85,1
E017F03E,ST0003,C00373,2025-03-27 05:50:07.565037,2025-03-27,5,Thursday,9,65,1
BB47EA05,ST0060,C00572,2025-09-23 03:08:07.565037,2025-09-23,3,Tuesday,8,65,1
83DEC235,ST0004,C00637,2025-06-21 01:51:07.565037,2025-06-21,1,Saturday,12,99,1
262F5E16,ST0073,C00491,2025-12-13 06:56:07.565037,2025-12-13,6,Saturday,8,91,1
AFE969D3,ST0014,C00128,2026-03-18 10:20:07.565037,2026-03-18,10,Wednesday,8,72,1
7F65555A,ST0053,C01276,2025-11-01 11:48:07.565037,2025-11-01,11,Saturday,8,98,1
7A56F797,ST0001,C00430,2025-04-11 20:01:07.565037,2025-04-11,20,Friday,8,79,1
40B3A3E8,ST0007,C01413,2025-11-15 21:11:07.565037,2025-11-15,21,Saturday,7,91,1
C2FC1527,ST0070,C00215,2026-01-13 08:44:07.565037,2026-01-13,8,Tuesday,6,100,1
6B0CE46B,ST0064,C01264,2025-06-05 05:39:07.565037,2025-06-05,5,Thursday,5,63,1
36048E90,ST0057,C00956,2025-07-27 21:33:07.565037,2025-07-27,21,Sunday,4,93,1
233A91EE,ST0009,C00158,2025-09-19 18:36:07.565037,2025-09-19,18,Friday,3,73,0
A9B0B99C,ST0002,C00968,2025-09-08 01:17:07.565037,2025-09-08,1,Monday,3,70,1
3E6DD9D7,ST0067,C00008,2026-02-27 08:29:07.565037,2026-02-27,8,Friday,7,90,1
B6009EE7,ST0037,C00217,2025-11-11 19:41:07.565037,2025-11-11,19,Tuesday,8,87,1
2E07EDC1,ST0070,C01261,2026-03-06 10:03:07.565037,2026-03-06,10,Friday,9,90,0
57316570,ST0069,C01205,2025-06-04 22:53:07.565037,2025-06-04,22,Wednesday,9,100,0
83C5E0E0,ST0070,C00248,2025-07-24 09:27:07.565037,2025-07-24,9,Thursday,11,94,1
709B4279,ST0078,C00218,2025-09-07 00:58:07.565037,2025-09-07,0,Sunday,5,60,1
14A144F7,ST0062,C01481,2025-08-11 10:56:07.565037,2025-08-11,10,Monday,9,95,1
C4877017,ST0014,C01334,2025-09-14 08:51:07.565037,2025-09-14,8,Sunday,8,76,1
EAFFEDB7,ST0070,C00277,2025-08-15 00:47:07.565037,2025-08-15,0,Friday,7,73,1
FFA5C2A5,ST0071,C00788,2025-06-20 23:48:07.565037,2025-06-20,23,Friday,10,98,1
C7146E57,ST0077,C00934,2025-09-29 11:18:07.565037,2025-09-29,11,Monday,10,76,1
135C2E93,ST0028,C00136,2025-11-13 18:20:07.565037,2025-11-13,18,Thursday,9,87,1
C9BB58FF,ST0077,C00747,2025-05-17 01:32:07.565037,2025-05-17,1,Saturday,3,69,1
8EC5DA7E,ST0013,C00796,2025-04-14 21:49:07.565037,2025-04-14,21,Monday,5,64,1
E86B3CCF,ST0030,C00096,2025-03-22 00:08:07.565037,2025-03-22,0,Saturday,9,93,1
EE883CD2,ST0009,C01270,2025-06-06 03:50:07.565037,2025-06-06,3,Friday,9,94,1
3E482249,ST0048,C00600,2026-01-06 22:14:07.565037,2026-01-06,22,Tuesday,12,92,1
FAAEBF8C,ST0055,C00153,2025-03-29 18:15:07.565037,2025-03-29,18,Saturday,12,60,1
DB0C90F9,ST0007,C00755,2025-07-12 19:05:07.565037,2025-07-12,19,Saturday,5,64,1
7DF6D83D,ST0071,C00502,2025-09-20 11:20:07.565037,2025-09-20,11,Saturday,7,74,1
5E57153C,ST0024,C01127,2026-01-26 04:10:07.565037,2026-01-26,4,Monday,5,65,1
E2911F2A,ST0081,C01022,2025-08-30 18:48:07.565037,2025-08-30,18,Saturday,11,86,1
FC8C3392,ST0073,C01199,2025-06-05 09:28:07.565037,2025-06-05,9,Thursday,11,87,1
D7B898FB,ST0067,C00228,2025-05-19 04:26:07.565037,2025-05-19,4,Monday,8,68,1
E37AEF33,ST0044,C00675,2025-04-26 08:54:07.565037,2025-04-26,8,Saturday,10,66,1
AAEF6CC9,ST0027,C00742,2026-01-15 05:44:07.565037,2026-01-15,5,Thursday,4,76,1
82C2BB43,ST0060,C01226,2026-02-07 19:44:07.565037,2026-02-07,19,Saturday,6,89,1
0BDC121F,ST0069,C00758,2025-09-29 18:05:07.565037,2025-09-29,18,Monday,7,77,1
9CEA0034,ST0003,C00734,2025-11-09 08:05:07.565037,2025-11-09,8,Sunday,10,64,1
B79C54F4,ST0009,C00741,2025-03-31 08:09:07.565037,2025-03-31,8,Monday,11,84,1
687737E6,ST0058,C00471,2026-02-14 09:30:07.565037,2026-02-14,9,Saturday,9,90,1
158F84B1,ST0018,C01086,2025-04-18 00:02:07.565037,2025-04-18,0,Friday,5,61,1
BFAF882F,ST0005,C00618,2025-10-30 03:48:07.565037,2025-10-30,3,Thursday,8,92,1
DF71A294,ST0050,C00354,2026-03-14 08:38:07.565037,2026-03-14,8,Saturday,8,81,1
998E049F,ST0013,C00924,2025-10-05 10:21:07.565037,2025-10-05,10,Sunday,8,71,1
F3BC0412,ST0001,C00913,2025-08-17 19:24:07.565037,2025-08-17,19,Sunday,6,84,1
6DECB84B,ST0078,C01447,2025-05-30 09:00:07.565037,2025-05-30,9,Friday,9,73,1
4C97D368,ST0011,C00734,2025-07-02 11:54:07.565037,2025-07-02,11,Wednesday,5,98,1
31A4FF31,ST0046,C00974,2025-12-13 07:42:07.565037,2025-12-13,7,Saturday,9,98,1
C8999D23,ST0047,C00806,2026-02-23 18:47:07.565037,2026-02-23,18,Monday,7,97,1
6134D628,ST0027,C00759,2025-06-15 19:40:07.565037,2025-06-15,19,Sunday,14,75,1
1CD5A846,ST0070,C00297,2025-09-10 18:39:07.565037,2025-09-10,18,Wednesday,2,90,1
CE0E5E26,ST0025,C01221,2025-10-17 20:53:07.565037,2025-10-17,20,Friday,7,88,1
EDB003E9,ST0025,C00843,2025-07-26 18:16:07.565037,2025-07-26,18,Saturday,9,88,1
D9BD6787,ST0079,C00949,2025-11-15 10:34:07.565037,2025-11-15,10,Saturday,12,91,1
EDE5C16D,ST0064,C00057,2025-09-10 02:06:07.565037,2025-09-10,2,Wednesday,6,75,1
AA2182D7,ST0077,C00371,2025-12-12 02:05:07.565037,2025-12-12,2,Friday,8,90,1
FF52ABDC,ST0064,C00361,2025-10-09 22:25:07.565037,2025-10-09,22,Thursday,7,71,1
A5A211A6,ST0007,C00154,2025-06-01 09:02:07.565037,2025-06-01,9,Sunday,6,89,1
34ED57DC,ST0007,C00867,2026-02-14 09:23:07.565037,2026-02-14,9,Saturday,2,70,1
34164DBC,ST0079,C01113,2025-08-14 23:35:07.565037,2025-08-14,23,Thursday,3,83,1
3E77BC76,ST0030,C00360,2025-08-02 11:21:07.565037,2025-08-02,11,Saturday,6,66,1
35A83B81,ST0053,C00367,2026-01-07 18:09:07.565037,2026-01-07,18,Wednesday,6,71,1
00770757,ST0079,C00546,2025-06-18 07:32:07.565037,2025-06-18,7,Wednesday,8,71,1
05738AB6,ST0005,C00125,2025-08-02 09:49:07.565037,2025-08-02,9,Saturday,7,87,1
F86AB67B,ST0081,C00443,2025-04-23 08:25:07.565037,2025-04-23,8,Wednesday,11,65,1
5C1E7F78,ST0070,C00081,2025-06-25 08:52:07.565037,2025-06-25,8,Wednesday,4,81,1
ED8D3891,ST0076,C00940,2025-04-03 03:33:07.565037,2025-04-03,3,Thursday,8,71,1
179FB990,ST0018,C00232,2025-08-08 06:32:07.565037,2025-08-08,6,Friday,9,88,1
FEA5073D,ST0001,C01106,2025-08-07 08:23:07.565037,2025-08-07,8,Thursday,14,74,0
BD51208B,ST0082,C00666,2025-04-03 06:44:07.565037,2025-04-03,6,Thursday,7,76,1
7A4B10A2,ST0067,C01239,2025-09-13 11:16:07.565037,2025-09-13,11,Saturday,11,74,1
E9BA5E42,ST0044,C00370,2026-03-10 23:44:07.565037,2026-03-10,23,Tuesday,10,94,1
1D4B433B,ST0058,C00098,2025-06-07 12:03:07.565037,2025-06-07,12,Saturday,8,79,0
1E75A12C,ST0011,C00882,2025-12-31 06:59:07.565037,2025-12-31,6,Wednesday,6,86,1
48000131,ST0049,C01320,2026-02-11 04:48:07.565037,2026-02-11,4,Wednesday,10,79,1
058229B7,ST0020,C01277,2025-07-01 12:27:07.565037,2025-07-01,12,Tuesday,13,100,1
8EA4329F,ST0039,C00618,2025-03-29 08:42:07.565037,2025-03-29,8,Saturday,13,60,1
EA99B2FB,ST0037,C00045,2025-11-26 05:44:07.565037,2025-11-26,5,Wednesday,8,70,1
